ID,Title,Rating,Gender,Platform,Actual Price,Website Price,Offer %,After offer Price,Profit,Available Stocks
7075,Slides,4.5,Men,Flipkart,1596,1995,20.00%,1596,0,1
17390,Men Tan Sandal,3.6,Men,Flipkart,449,999,55.06%,448.95,0.05,1
5528,VENDOZ Women and Girls Latest Collection White Casual Shoes Sports Shoes Sneakers,4,Women,Amazon,699,699,0.00%,699,0,1
12119,Jutis For Women  (Red),4.1,Women,Flipkart,199,499,60.12%,199,0,0
16511,Combo pack of 2 Casuals Shoes For Men (1563-1564) Running Shoes For Men  (Multicolor),3.8,Undefined,Flipkart,498,998,50.10%,498,0,1
1811,Men Multicolor Flats Sandal,3.8,Men,Flipkart,448,1497,70.07%,448.05,-0.05,1
20536,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04%,599,0,1
7657,Women Black Wedges Sandal,3.3,Women,Flipkart,314,449,30.07%,313.99,0.01,0
16044,"Sneakers For Men  (White, Black)",4.2,Men,Flipkart,440,999,55.96%,439.96,0.04,1
15799,Party Wear For Women  (Beige),4.1,Women,Flipkart,307,999,69.27%,306.99,0.01,0
11789,Ethnic Jutti Jutis For Women Jutis For Women  (Purple),3.6,Women,Flipkart,160,499,67.94%,159.98,0.02,0
3103,Jalsa j uti Mojaris For Men  (Black),3.3,Men,Flipkart,270,599,54.92%,270.03,-0.03,0
3414,Solwin Light Weight Casual Sneakers for Men,2.7,Men,Amazon,349,499,30.06%,349,0,0
15352,Women Black Wedges Sandal,4.3,Women,Flipkart,2025,4499,54.99%,2025,0,1
14503,Sneakers For Women  (White),4,Women,Flipkart,299,319,6.27%,299,0,1
532,Men Navy Clogs Sandal,3.8,Men,Flipkart,556,1198,52.45%,569.65,-13.65,1
19407,Women Red Flats Sandal,4.1,Women,Flipkart,319,499,36.07%,319.01,-0.01,1
9692,Women Brown Flats Sandal,3.7,Women,Flipkart,279,499,44.09%,278.99,0.01,1
4624,Slip on shoes best for home wear with memory foam insole Slippers,4,Women,Flipkart,379,499,24.05%,378.99,0.01,1
7278,"punjabi jutti , kurta shoes , nagra , nagra shoes , jutti , mojari Mojaris For Men  (Navy)",3.8,Men,Flipkart,289,399,27.57%,289,0,0
14560,Men Orange Sandal,4.3,Men,Flipkart,2621,3495,25.01%,2620.9,0.1,1
12011,Men Orange Sandal,4,Undefined,Flipkart,398,999,60.16%,398,0,0
15304,"Ultra-Lightweight, Breathable, Walking, Running,Gyming Casual Athletic Knitted Sock Running Shoes For Men  (Multicolor)",4.1,Men,Flipkart,521,999,47.85%,520.98,0.02,1
7740,Slippers,4.1,Women,Flipkart,345,795,56.60%,345.03,-0.03,0
20296,Women Black Wedges Sandal,4.1,Women,Flipkart,395,999,60.46%,395,0,1
2862,Sneakers For Men  (Beige),3.7,Men,Flipkart,449,999,55.06%,448.95,0.05,1
5081,Running Shoes For Men  (Black),3.6,Men,Flipkart,369,999,63.06%,369.03,-0.03,0
19782,Flip Flops,3.9,Men,Flipkart,329,999,67.07%,328.97,0.03,0
1962,Juttis for men ll Casual Mojaris For Men Loafers For Men  (Black),4,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
14905,Sneakers For Men  (Black),3.6,Men,Flipkart,404,999,59.56%,404,0,1
16709,100% GENUINE LEATHER SHOES Boots For Men  (Black),3.3,Men,Flipkart,1299,3299,60.62%,1299.15,-0.15,0
20502,Women Black Flats Sandal,4.3,Women,Flipkart,319,599,46.74%,319.03,-0.03,1
2509,Women Beige Bellies Sandal,3.9,Undefined,Flipkart,299,599,50.08%,299.02,-0.02,0
8139,"COMBO-(2)-RWT Sneakers For Men  (White, Red)",3.8,Men,Flipkart,367,998,63.23%,366.96,0.04,0
6814,"Sports shoes,Running,partywear,gym shoes Casuals For Men  (Orange)",3.9,Men,Flipkart,398,999,60.16%,398,0,1
19907,Women Multicolor Flats Sandal,4.5,Women,Flipkart,659,1295,49.11%,659.03,-0.03,1
11341,STYLISH Sneakers For Men  (White),4,Men,Flipkart,398,999,60.16%,398,0,0
6837,Men BlueGold Sharwani Wedding Mojari Mojaris For Men  (Blue),4.3,Men,Flipkart,499,799,37.55%,498.98,0.02,0
19676,Women Gold Wedges Sandal,3.8,Women,Flipkart,465,499,6.81%,465.02,-0.02,0
8310,Slippers,4.8,Women,Flipkart,595,799,25.53%,595.02,-0.02,0
12953,Kolhapuris For Men  (Tan),4,Men,Flipkart,629,999,37.04%,628.97,0.03,0
16508,Air Zoom Winflo 6 Running Shoes For Women  (Blue),4.5,Women,Flipkart,4878,7995,38.99%,4877.75,0.25,1
7144,BL-3 Belly Bellies For Women  (Off White),3.3,Women,Flipkart,459,699,34.33%,459.03,-0.03,1
8370,SLON Lace Up For Men  (Tan),3.8,Men,Flipkart,1649,2999,45.02%,1648.85,0.15,1
1880,Men Black Clogs Sandal,4.2,Men,Flipkart,2271,3495,35.02%,2271.05,-0.05,0
4559,Running Shoes For Men  (Blue),3.9,Men,Flipkart,385,1049,63.30%,384.98,0.02,0
4214,Combo pack of 2 sports and running shoes for men For Men  (Multicolor),3.6,Undefined,Flipkart,498,998,50.10%,498,0,1
13782,Women Black Flats Sandal,4.3,Women,Flipkart,1005,1299,22.63%,1005.04,-0.04,1
18906,COBRABLACK3101 Casuals For Men  (Black),3.9,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
20935,Formal Slippers,4.2,Men,Flipkart,292,299,2.34%,292,0,1
19101,impact 1 rubber cricket Cricket Shoes For Men  (White),4.2,Men,Flipkart,1049,1699,38.26%,1048.96,0.04,0
16889,AFVE001-01 Jutis For Men  (Black),3.7,Men,Flipkart,269,599,55.09%,269.01,-0.01,0
11298,Derby For Men  (Brown),4,Undefined,Flipkart,1049,3799,72.39%,1048.9,0.1,1
7565,Slip On Sneakers For Men  (Green),4.1,Men,Flipkart,303,998,69.64%,302.99,0.01,1
3109,Sneakers For Women  (Pink),3.8,Women,Flipkart,284,499,43.09%,283.98,0.02,1
19300,Synthetic Leather Casual Partywear Wedding Sneakers Shoes For Men Sneakers For Men  (Grey),3.8,Men,Flipkart,407,999,59.26%,406.99,0.01,1
4406,Women Black Wedges Sandal,3.9,Women,Flipkart,1599,3199,50.02%,1598.86,0.14,0
1835,Women Gold Flats Sandal,4.2,Women,Flipkart,360,499,27.86%,359.98,0.02,0
12269,Men's Casual MOJARIS/Jutti /Nagra/Jalsa For Men  Mojaris For Men  (Brown),3.5,Men,Flipkart,399,999,60.06%,399,0,0
3488,Men Khaki Sports Sandal,4.3,Men,Flipkart,2334,3295,29.17%,2333.85,0.15,1
11834,Women Red Flats Sandal,4.3,Women,Flipkart,712,799,10.89%,711.99,0.01,1
5920,FOOT TRECK Men's Black Outdoor Formal Synthetic Slip-On Shoe Slip On For Men  (Black),4.2,Men,Flipkart,379,1299,70.82%,379.05,-0.05,0
3949,Ankle Length Stylish Boots For Men  (Black),3.9,Men,Flipkart,499,999,50.05%,499,0,1
5289,"Boots For Women  (White, Blue)",4.2,Women,Flipkart,499,999,50.05%,499,0,1
4822,Women Black Heels Sandal,3.9,Women,Flipkart,849,2499,66.03%,848.91,0.09,1
3986,Women Blue Flats Sandal,4.1,Women,Flipkart,299,399,25.06%,299.01,-0.01,1
7032,Boots For Women  (Tan),4,Women,Flipkart,499,799,37.55%,498.98,0.02,0
8398,Men SM-406 Grey Running Shoes For Men  (Grey),4.2,Men,Flipkart,839,999,16.02%,838.96,0.04,1
16161,Women Beige Wedges Sandal,4.3,Women,Flipkart,549,999,45.05%,548.95,0.05,0
19116,Slides,4.2,Men,Flipkart,345,499,30.86%,345.01,-0.01,1
4971,Slides,3.6,Men,Flipkart,498,1497,66.73%,498.05,-0.05,1
14815,"Perfect Stylish Girls Casual Shoes Sneakers For Women  (Blue, Pink)",4.1,Women,Flipkart,309,499,38.08%,308.98,0.02,1
5698,Acupressure Slippers/Reflexology Sandals/Therapeutic Acupoint Massager/Acupressure Acupuncture Therapy Medical/Yoga Paduka/Accu Paduka/Health Care Slippers/Foot Care Relaxation/Rotating Acupressure Foot Massager Shoes Magnetic Therapy Slippers Slides,3.7,Men,Flipkart,529,1499,64.71%,529,0,0
11206,PUL-64 Slippers,4.1,Women,Flipkart,291,359,18.94%,291.01,-0.01,1
3747,Boots For Women  (Brown),4.1,Women,Flipkart,2095,3695,43.30%,2095.07,-0.07,0
13278,Jutis For Women  (Blue),3.9,Women,Flipkart,594,999,40.54%,594.01,-0.01,0
20932,Casual Boots For Women Boots For Women  (Black),4.2,Women,Flipkart,474,999,52.55%,474.03,-0.03,1
2576,Jutis For Women  (Brown),4.1,Women,Flipkart,1399,1895,26.17%,1399.08,-0.08,0
8536,Flip Flops,4.3,Undefined,Flipkart,629,899,30.03%,629.03,-0.03,1
13816,"Men Red, Black Sports Sandal",4.2,Men,Flipkart,783,949,17.49%,783.02,-0.02,1
20957,Men Red Sandal,4.1,Men,Flipkart,299,999,70.07%,299,0,0
9681,Slip On For Men  (Black),3.6,Men,Flipkart,711,999,28.83%,710.99,0.01,0
6134,Women Black Heels Sandal,4.3,Women,Flipkart,358,999,64.16%,358.04,-0.04,1
16255,Karans Mens Black Leather Casual Jutti Jutis For Men  (Black),4.3,Men,Flipkart,699,999,30.03%,699,0,0
12791,GO WALK 5-SPARROW Walking Shoes For Men  (Black),4.3,Men,Flipkart,3749,4999,25.01%,3748.75,0.25,1
4448,CLAIRE (Collector's Edition) Running Shoes For Women  (White),4.4,Women,Flipkart,1049,1299,19.25%,1048.94,0.06,1
16061,Women SFL-19 Black Slippers,4.2,Women,Flipkart,260,269,3.35%,259.99,0.01,1
12383,Slippers,4,Men,Flipkart,445,449,0.89%,445,0,0
6872,CRYSTA Running Shoes For Men  (Grey),4.2,Men,Flipkart,839,1049,20.02%,838.99,0.01,1
16496,"Women Black, White Heels Sandal",3.6,Women,Flipkart,499,999,50.05%,499,0,0
16060,"Nova Wn's Sneakers For Women  (White, Black)",4.1,Undefined,Flipkart,3259,6999,53.44%,3258.73,0.27,1
20119,"Men Black, Olive Sports Sandal",3.5,Men,Flipkart,1549,2299,32.62%,1549.07,-0.07,0
16966,Men Black Casual Sandal,4.1,Men,Flipkart,588,699,15.88%,588,0,1
9906,Jutis For Women  (Multicolor),4,Women,Flipkart,280,499,43.89%,279.99,0.01,0
3960,Running Shoes For Women  (White),4,Women,Flipkart,449,999,55.06%,448.95,0.05,0
11645,RS 2.0 Mono Metal Wn s Casuals For Women  (Black),5,Women,Flipkart,3810,6999,45.56%,3810.26,-0.26,1
10358,WILLY-2 Bellies For Women  (Red),3.3,Women,Flipkart,449,499,10.02%,449,0,1
8083,Party Wear For Men  (Black),3.3,Men,Flipkart,438,849,48.41%,438,0,0
17348,Flip Flops,3.6,Men,Flipkart,355,1399,74.62%,355.07,-0.07,1
11642,Patywear Boots For Men  (Brown),4,Men,Flipkart,599,1499,60.04%,599,0,0
16166,Flip Flops,3.9,Men,Flipkart,189,599,68.45%,188.98,0.02,0
8651,SL 164 Walking Shoes For Women  (Blue),4.4,Undefined,Flipkart,899,999,10.01%,899,0,1
18720,Women Brown Heels Sandal,4.2,Women,Flipkart,568,1249,54.52%,568.05,-0.05,0
18366,Sb Charge Slr Sneakers For Men  (Black),4.3,Men,Flipkart,3147,4495,29.99%,3146.95,0.05,1
18829,ENGINE Running Shoes For Men  (Navy),3.9,Men,Flipkart,1399,1999,30.02%,1398.9,0.1,0
13655,Flip Flops,4,Women,Flipkart,499,1298,61.56%,498.95,0.05,1
13964,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,835,999,16.42%,834.96,0.04,1
1957,Men's Formal Lace Up For Men  (Brown),3.8,Men,Flipkart,930,2999,68.99%,929.99,0.01,0
5129,Women Brown Wedges Sandal,4,Women,Flipkart,389,499,22.04%,389.02,-0.02,1
3469,Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,836,899,7.01%,835.98,0.02,1
19990,Party Wear For Men  (Red),4,Men,Flipkart,399,799,50.06%,399.02,-0.02,0
16320,Jutis For Women  (Maroon),4,Women,Flipkart,189,499,62.12%,189.02,-0.02,0
6670,Jutis For Men  (Blue),2.9,Men,Flipkart,449,699,35.77%,448.97,0.03,0
15405,Women Black Wedges Sandal,4.3,Women,Flipkart,1393,1990,30.00%,1393,0,1
18519,Go Walk Lite - Enamor For Women  (Navy),4,Women,Flipkart,2025,4499,54.99%,2025,0,1
2913,Girl's synthetic Leather Bellies For Women  (Black),4.1,Women,Flipkart,315,599,47.41%,315.01,-0.01,1
18196,Synthetic Leather Casual Sneaker Shoes for Men/Boys Sneakers For Men  (Grey),3.7,Men,Flipkart,362,699,48.21%,362.01,-0.01,0
16637,Women Yellow Flats Sandal,4,Women,Flipkart,335,799,58.07%,335.02,-0.02,1
5968,Women Black Heels Sandal,3.9,Women,Flipkart,379,799,52.57%,378.97,0.03,0
15886,Derby For Men  (Tan),4,Men,Flipkart,1649,6599,75.01%,1649.09,-0.09,1
1005,Women Pink Wedges Sandal,3.6,Women,Flipkart,599,999,40.04%,599,0,1
1501,Derby For Men  (Tan),4.1,Men,Flipkart,1489,4995,70.19%,1489.01,-0.01,1
13870,Combo Pack of 3 Casual Slip On Sneakers For Men  (Blue),3.9,Undefined,Flipkart,654,1497,56.31%,654.04,-0.04,1
13511,Men Black Sports Sandal,4.1,Men,Flipkart,949,2499,62.02%,949.12,-0.12,1
10898,S-10 Running Shoes For Men  (White),4,Men,Flipkart,539,649,16.95%,538.99,0.01,0
972,Sneakers For Women  (Tan),3.6,Women,Flipkart,475,928,50.05%,463.54,11.46,0
11693,Men Brown Flats Sandal,3.6,Men,Flipkart,616,1995,69.12%,616.06,-0.06,1
8467,Men Brown Casual Sandal,4,Men,Flipkart,639,749,14.69%,638.97,0.03,1
10259,Slippers,3.8,Men,Flipkart,213,599,64.44%,213,0,1
2857,Mojaris For Men  (Brown),3.2,Men,Flipkart,699,999,30.03%,699,0,0
18882,Women Gold Wedges Sandal,4.1,Women,Flipkart,499,999,50.05%,499,0,0
11517,NORTH Running Shoes For Men  (Black),4.2,Men,Flipkart,1448,1499,3.40%,1448.03,-0.03,1
10951,Boots For Women  (Tan),3.7,Women,Flipkart,479,1999,76.04%,478.96,0.04,0
13068,DRAGON Running Shoes For Men  (White),4.1,Men,Flipkart,1873,2499,25.05%,1873,0,1
11811,Slip On For Women  (Grey),4.5,Women,Flipkart,959,1699,43.56%,958.92,0.08,1
5689,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,790.04,-0.04,1
6456,Women Black Wedges Sandal,4.3,Women,Flipkart,1276,2995,57.40%,1275.87,0.13,0
10446,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,496,0,1
6336,Women Beige Heels Sandal,4,Women,Flipkart,991,2499,60.34%,991.1,-0.1,1
13544,Slides,4.6,Women,Flipkart,349,999,65.07%,348.95,0.05,0
7240,Women Black Heels Sandal,4,Women,Flipkart,664,999,33.53%,664.04,-0.04,1
20534,Jutis For Women  (Multicolor),4,Women,Flipkart,280,499,43.89%,279.99,0.01,0
7048,Men Blue Flats Sandal,3.9,Men,Flipkart,999,1999,50.03%,998.9,0.1,1
17740,Mojaris For Men  (White),3.4,Men,Flipkart,399,499,20.04%,399,0,0
9415,Men Grey Clogs Sandal,3.7,Men,Flipkart,519,999,48.05%,518.98,0.02,1
3658,Women Multicolor Flats Sandal,3.3,Women,Flipkart,499,1497,66.67%,498.95,0.05,1
11501,Men Brown Casual Sandal,3.6,Men,Flipkart,499,999,50.05%,499,0,1
19968,Erdiga 3 M Running Shoes For Men  (Grey),4.1,Men,Flipkart,2149,4299,50.01%,2149.07,-0.07,1
7522,Flower Design Bellies For Women  (Black),3.4,Women,Flipkart,598,999,40.14%,598,0,0
11216,Boots For Women  (Pink),4.1,Women,Flipkart,378,999,62.16%,378.02,-0.02,0
14441,Slides,4.3,Men,Flipkart,2097,2995,29.98%,2097.1,-0.1,1
16765,"Women Red, Black Wedges Sandal",3.8,Women,Flipkart,213,279,23.66%,212.99,0.01,1
16962,Women Beige Wedges Sandal,3.8,Women,Flipkart,279,599,53.42%,279.01,-0.01,0
20812,1712 Loafers For Men  (Black),4.1,Men,Flipkart,339,999,66.07%,338.96,0.04,1
2143,Bellies Jutis For Women  (Multicolor),4,Women,Flipkart,240,499,51.90%,240.02,-0.02,0
20786,UPCOURT 4 Badminton Shoes For Men  (Blue),4.3,Men,Flipkart,3609,3999,9.75%,3609.1,-0.1,0
4303,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (White),4.2,Women,Flipkart,395,999,60.46%,395,0,1
18563,"Face-13 Canvas shoes for ladies | sneakers for women | Casual shoes for girls stylish latest design new fashion | Lace up lightweight grey shoes for running, walking, gym, trekking & party Walking Shoes For Women  (Multicolor)",3.9,Women,Flipkart,474,999,52.55%,474.03,-0.03,1
11286,Slides,4.1,Women,Flipkart,299,499,40.08%,299,0,1
2905,Mojaris For Men  (Brown),3.6,Men,Flipkart,616,899,31.48%,615.99,0.01,0
17096,Partywear ethnic Juti Casuals For Women  (Pink),3.7,Women,Flipkart,183,499,63.33%,182.98,0.02,0
14841,Boots For Women  (Brown),3,Women,Flipkart,475,999,52.45%,475.02,-0.02,1
18863,Women Black Wedges Sandal,4.2,Undefined,Flipkart,395,999,60.46%,395,0,1
6340,Walking Shoes For Women  (Pink),4.4,Women,Flipkart,1589,5299,70.01%,1589.17,-0.17,1
17685,Loafers For Men  (Black),3.6,Men,Flipkart,661,1299,49.11%,661.06,-0.06,1
5032,Men SFG-541 Black Slippers,4,Men,Flipkart,306,349,12.32%,306,0,1
6992,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01%,899,0,1
2091,Slippers,3.7,Women,Flipkart,524,699,25.04%,523.97,0.03,0
16229,Women Black Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,699,0,1
7699,Light Weight Sports Shoes Walking Shoes For Men  (Multicolor),3.8,Men,Flipkart,449,999,55.06%,448.95,0.05,1
13716,Pink Fur Bunny Sliders Slides,4,Women,Flipkart,299,499,40.08%,299,0,1
9241,Jutis For Men  (Multicolor),3.8,Men,Flipkart,500,999,49.95%,500,0,0
9910,Women Comfortable Bellies (ballerinas) For Girls Bellies For Women  (Beige),4,Women,Flipkart,549,999,45.05%,548.95,0.05,0
6205,AXEL Slip On Shoes For Men  (Black),3.9,Men,Flipkart,1029,1499,31.35%,1029.06,-0.06,0
9901,Women Training &Gym Shoes Training & Gym Shoes For Women  (Green),4.1,Women,Flipkart,499,749,33.38%,498.98,0.02,0
399,Men White Sandal,4,Men,Flipkart,942,1883,52.53%,893.86,48.14,0
12617,NORTH Running Shoes For Men  (Black),4.2,Men,Flipkart,1448,1499,3.40%,1448.03,-0.03,1
13523,Women Black Wedges Sandal,4,Women,Flipkart,499,549,9.11%,498.99,0.01,0
16183,Casuals For Women  (Black),3.9,Women,Flipkart,298,599,50.25%,298,0,1
19876,Sneakers For Women  (White),5,Women,Flipkart,380,999,61.96%,380.02,-0.02,0
15951,Men Navy Sports Sandal,4.2,Men,Flipkart,553,675,18.07%,553.03,-0.03,1
1735,Stylish Warm Winter Fur Boots For Women  (Grey),4.3,Women,Flipkart,517,999,48.25%,516.98,0.02,1
14975,Jutis For Women  (Off White),3.9,Women,Flipkart,332,649,48.84%,332.03,-0.03,0
15201,FASHION SHOE Running Shoes For Men  (Black),3.6,Men,Flipkart,331,999,66.87%,330.97,0.03,1
12826,NG-035 Bellies For Women  (Multicolor),4.3,Women,Flipkart,415,1099,62.24%,414.98,0.02,0
18235,Casuals For Women  (Yellow),4.3,Women,Flipkart,979,999,2.00%,979.02,-0.02,0
18796,"Blackwood Bieber Caual Shoes, party Wears, semi Formal, Fashion shoes Casuals For Men  (Blue)",4.2,Men,Flipkart,445,999,55.46%,444.95,0.05,1
17606,Women Black Flats Sandal,4.2,Women,Flipkart,367,999,63.26%,367.03,-0.03,1
125,Ethnic Jutis For Women  (Multicolor),3.9,Women,Flipkart,276,537,60.12%,214.16,61.84,0
3543,Slides,4.1,Women,Flipkart,328,499,34.27%,327.99,0.01,1
19385,Premium Quality Mojaris For Men  (Brown),3.7,Men,Flipkart,383,999,61.66%,383.02,-0.02,0
1846,Women Black Heels Sandal,4.3,Women,Flipkart,474,999,52.55%,474.03,-0.03,1
10630,"Women Brown, White Heels Sandal",3.8,Women,Flipkart,499,799,37.55%,498.98,0.02,1
14148,Jalsa Jutis For Men  (Blue),3.2,Men,Flipkart,449,499,10.02%,449,0,0
5874,RC2381 001 Boots For Men  (Black),4.2,Men,Flipkart,2333,2945,20.78%,2333.03,-0.03,1
11163,Men's White Sneakers shoes Sneakers For Men  (White),3.9,Men,Flipkart,331,499,33.67%,330.99,0.01,1
20760,Slides,3.8,Women,Flipkart,259,349,25.79%,258.99,0.01,0
11850,Men Beige Sandal,3.9,Men,Flipkart,399,1499,73.38%,399.03,-0.03,0
4119,"Combo Pack of 3 Casual Sneaker Shoes For Women Sneakers For Women  (Blue, Blue)",3.9,Women,Flipkart,719,1199,40.03%,719.04,-0.04,1
2196,Combo Pack of 2 Sports Shoes with Loafers Running Shoes For Women  (Multicolor),3.9,Women,Flipkart,473,998,52.61%,472.95,0.05,1
4719,White Casual Shoes Sneakers For Men  (White),4.1,Men,Flipkart,437,999,56.26%,436.96,0.04,1
11297,Slides,3.9,Men,Flipkart,498,1497,66.73%,498.05,-0.05,1
11752,Women White Flats Sandal,3.7,Women,Flipkart,279,299,6.69%,279,0,1
9400,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,496,0,1
8545,AIR Casuals For Men  (Grey),3.8,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
4308,"Women SL-165 Violet Grey Walking Shoes For Women  (Purple, Grey)",4.3,Undefined,Flipkart,840,999,15.92%,839.96,0.04,1
12481,Women Silver Heels Sandal,3.8,Women,Flipkart,357,1299,72.52%,356.97,0.03,0
3576,Perfect Stylish Girls High Ankle Boots For Women  (Tan),4.2,Women,Flipkart,420,999,57.96%,419.98,0.02,1
13170,Jutis For Men  (Tan),3.6,Men,Flipkart,499,999,50.05%,499,0,1
20634,Fashion and Stylish Designer shoes with Airmix Printed sole Outdoor Soft Ultralight Lace-ups Shoe for Gyming/ Casual/ Sneakers/walking/Sports/ loafers lace-ups Training & Gym Running Shoes For Men  (Multicolor),4.2,Men,Flipkart,599,1699,64.74%,599.07,-0.07,1
7035,888 Jutis For Men  (Beige),4.2,Men,Flipkart,919,999,8.01%,918.98,0.02,0
7472,RC3499 Lace Up For Men  (Black),4.2,Men,Flipkart,1977,3595,45.01%,1976.89,0.11,1
10083,XHUGOY 2821 RED COLOUR POLICE FORMAL SYNTHTEIC SHOE WITH LEATHER LINING Oxford For Men  (Tan),4.2,Men,Flipkart,899,1599,43.78%,898.96,0.04,1
20631,Tennis Shoes For Women  (White),4.2,Women,Flipkart,3796,4995,24.00%,3796.2,-0.2,1
8161,Women Pink Heels Sandal,4,Women,Flipkart,379,1499,74.72%,378.95,0.05,1
1058,Sneakers For Men  (Red),4.1,Men,Flipkart,221,499,55.71%,221.01,-0.01,0
6888,Women Casual & Running Shoes Combo Pack of 2 Sneakers For Women  (Multicolor),4.2,Women,Flipkart,521,998,47.80%,520.96,0.04,1
11062,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01%,899,0,1
3190,Women Black Flats Sandal,4.2,Women,Flipkart,378,999,62.16%,378.02,-0.02,1
18138,Jutis For Men  (Beige),4.2,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
19091,"Women Black, Beige, Silver Flats Sandal",4,Women,Flipkart,474,1499,68.38%,473.98,0.02,1
18509,ZARMAN High Top Ankle Boots For Men||Rumba Dancing Shoes For Men|| ©Genuine Dancing Shoes For Men High Tops For Men  (White),3.8,Men,Flipkart,555,999,44.44%,555.04,-0.04,0
6823,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Men  (Blue)",3.9,Men,Flipkart,495,999,50.45%,495,0,1
2457,Hush Berry Mens Loafer for Mens Casuals For Men  (Tan),3.9,Men,Flipkart,472,1249,62.21%,472,0,1
13760,Womens Casual comfort stylish trending combo slippers (Pack of 6) Flip Flops,3.9,Women,Flipkart,346,699,50.50%,346.01,-0.01,0
18406,"Casual , Partywear Sneakers Shoes For Men's And Boys White Color Sneakers For Men  (White)",4,Men,Flipkart,370,659,43.85%,370.03,-0.03,1
10904,crocs Unisex's Classic Clogs,4.3,Women,Amazon,1494,2495,40.12%,1494.01,-0.01,0
15852,Flip Flops,3.8,Women,Flipkart,140,499,71.94%,140.02,-0.02,1
9436,Women Black Wedges Sandal,4.1,Women,Flipkart,395,999,60.46%,395,0,1
17443,0260 Slip On For Men  (Brown),3.8,Men,Flipkart,322,999,67.77%,321.98,0.02,0
6284,Women Black Heels Sandal,3.6,Women,Flipkart,366,999,63.36%,366.03,-0.03,0
9236,"Sneakers For Women  (White, Gold)",3.7,Women,Flipkart,387,499,22.44%,387.02,-0.02,1
3886,WIKA_08 Sneakers For Women  (White),4.2,Women,Flipkart,399,799,50.06%,399.02,-0.02,1
2669,Casuals For Men  (Green),4.1,Men,Flipkart,399,999,60.06%,399,0,1
6663,Women Black Wedges Sandal,4.2,Women,Flipkart,599,1249,52.04%,599.02,-0.02,1
9598,Synthetic Leather Black Formal Office Shoes Slip On For Men  (Black),4.2,Men,Flipkart,599,999,40.04%,599,0,1
19352,Loafers For Men  (Brown),4,Men,Flipkart,429,999,57.06%,428.97,0.03,1
3846,Men Multicolor Sandal,3.8,Men,Flipkart,329,498,33.94%,328.98,0.02,0
13363,Provoke XT FM Xtreme Wns Training & Gym Shoes For Women  (Black),4.3,Women,Flipkart,3989,6999,43.01%,3988.73,0.27,1
13795,Slippers,4,Women,Flipkart,331,499,33.67%,330.99,0.01,1
1506,Bellies For Women  (Black),3.9,Women,Flipkart,219,499,56.11%,219.01,-0.01,1
13819,Jutis For Women  (Multicolor),3.9,Women,Flipkart,199,499,60.12%,199,0,0
1952,Flip Flops,4.1,Women,Flipkart,327,999,67.27%,326.97,0.03,0
13312,Morpankh Work Bellies For Women  (Maroon),4,Women,Flipkart,185,499,62.93%,184.98,0.02,0
11165,Women Grey Wedges Sandal,3.8,Women,Flipkart,474,999,52.55%,474.03,-0.03,0
14153,Energylux Running Shoe For Women  (Grey),4.2,Women,Flipkart,2692,4499,40.16%,2692.2,-0.2,1
18561,Men's Corporate Formal Vol-2.0 Slip On For Men  (Black),4.1,Men,Flipkart,459,999,54.05%,459.04,-0.04,0
7371,Kraasa Socks Sport Shoes for Men | Walking Shoes | Casual Sneakers | Running Shoes for Men,3.9,Men,Amazon,471,471,0.00%,471,0,0
12699,"Genuine Leather Embroidered And Comfortable Gulbahaar Multicolor Flat Jutti Ethnic Shoe Jutis For Women  (Multicolor, Green)",4.7,Women,Flipkart,2399,4200,42.88%,2399.04,-0.04,0
19800,Women Pink Heels Sandal,4.1,Women,Flipkart,664,999,33.53%,664.04,-0.04,1
9538,NRGY Comet Running Shoes For Women  (Black),4.5,Women,Flipkart,2564,4499,43.01%,2563.98,0.02,1
15432,Women Tan Bellies Sandal,4,Women,Flipkart,404,699,42.20%,404.02,-0.02,1
240,OXYFIT Casuals For Men  (Black),4.2,Men,Flipkart,866,710,2.50%,692.25,173.75,1
5605,Slip On For Men  (Tan),4.1,Men,Flipkart,429,999,57.06%,428.97,0.03,1
16435,Training & Gym Shoes For Men  (Red),3.8,Men,Flipkart,501,1099,54.41%,501.03,-0.03,1
9781,Jutis For Women  (Pink),3.9,Women,Flipkart,199,799,75.09%,199.03,-0.03,0
